Product,Subtitle,Price,Shipping_Cost,Shipping_Country,Rating,Bids,Bid_Time_Left,Product_Url
Dell Sports January 1966 Cazzie Russell Jerry West Wilt Chamberlain 050819DBE,Pre-Owned,$22.91,+$28.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/333198856146?_trkparms=ispr%3D1&hash=item4d94330fd2:g:47sAAOSwtM9c0yWt&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9PewtZY3OGx7dFmaWDSKGFm9Xu4lbsqnb7gcqSXlt5lGiHcWf0%252BwFShKtZJaP38HjwpzfAVNfSpcQR9uPDqe%252BebpcFtbdUwhIxalqzRacA0DB3c4hY03eS2icyYQju8R9HRGWID3rT2wfBydh9pbQWMiEU136ASNJRdztuo%252FRwoYkC4Z%252Bwr0FNxMUcFJhy7oi27b6R7XBRag1rvGMkmLThKIp47bus6GvRW9l339Hsd%252FVuw6gvJUfG9q3chcvzqCpAmc3HJleyZAI%252FmD3cXx23huhi8dr5dPpOvY5zSf%252FzaSTL9yEtC%252BXDyh%252BpLz6KZAG%252F7FJMo9OZ5Kfxa713FJCgX5yUogA29dBGA%252Fy%252FZbGNdSv%252BVY6qCrdNBsGwhROUS9lyT2x8HX6FOruGFpAZUsDGwDa2WOYNiBxmdNwRu0OaP3eQX49cPDQ6zy6WSF069Orrof8hM%252FowEdHhgvdw40kpgDrkspBl0f8X04B2pMBZjph2270CIWPcjrishjB%252BkjhHOVz%252FTsaQYqWeEYNRaLFRVKx3JzjhGVUYnEk1CAqKd7gsXZq6hI58H06RJLrCwVjCqrLOFV9JUFWnz13%252BmxfGnG1%252Fh%252F%252BXM9ghbiY5HmK2c0oxkGQWOS4i01zw3GjQYp%252FDA8HB1k1qHj6ltkBlSWURlAWp2PArjtH72RtkUJ6kxB5BTebuSwkERWtVhKCWRgXtVdnycWIog%252B%252FBupJl5rEeYE4akqubBQRJ%252BXiWUQkt413U2hhkx9186oOlxevs406OPcZatQZ%252BpiLSwsxUn4U0krpsWN2iuqbrlQmb5ocxaG6a%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Barbary Hoard by John Appleby 1952 Dell Paperback 751,Pre-Owned,$15.95,+$27.50 ,United States,,,,https://www.ebay.com/itm/123877792177?_trkparms=ispr%3D1&hash=item1cd7b119b1:g:62gAAOSwi7BdWDTQ&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3GnmjeVs6pdTMyA4OjTmKjsHpcBrG%252BR1X88cM%252BSbGQdq8yB2GXkvd7njSYhLKIFzt2dfGPhgWOySoalWtt0r90fXpFPeY3Pm2Kb6lEevKWSmRP3DT%252BopwdeeLgzCDAs4Xq1F8Mmi76ogjAoyYVl5N4Cl7oSgto1VfZtw4zZQvof638ZWhrqSeeCQLs1ZsqzkfNVQg2bSmeRb9sGFccEO7vX4LWyMDHnEW9LF5OvQwXM1rWO8KiXg%252FY5UrdzXweig6JYzrz5WC8BskSo5A76KJWEkA5gpSHoIHGnCLetUeY4yjCArrZ%252FZ9IbYs2pKiZ35FJML%252BdAo8hcyyApybjln%252Fb8qYHtnO5Cyf6g7F32Lme0mKsZ2IEryHv3%252FkCVOes4HPVYCt2rZmLq4oMXYQm%252BOPDI%252FJXX0X4oYDM1%252BA288s1iXRqtlIRX0pyX69OIqMkrdUNLveJEIGOIdT%252FaB5wYSNR4GQLPA%252BWkRtxQiiCdo0KWGtNn0biohMW7ykWKqBvafQcC5eiz8MaReS9llfSCYULtszr1rtotqBLzDkStQgQfuJTkFLVG%252B%252BhYeApx2CbTYqNMapyRVOlngIxlv2h854HCSOS4ckkxfM4GNY5sB0S1ivO0n32flySzV394lpbN3JQhq40xIMz861w21vhD2II3%252BGGwPvF9gd4zSfCCnQhkC%252FkJLual95sbSC%252BhxFc2A19Erwc6H7BmuhPw%252F04%252BGvb%252Bp365PjmKd7m5UVp%252FemTssk3BOrnByAvzTrpkT%252BsFt1wEAXNdbP29SBqxYnLUsvruasbOSiycWjdIFcTMdn9ryni%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Serpent Never Sleeps : A Novel of Jamestown and Pocahontas by Scott O'Dell,by Scott O'Dell | PB | VeryGood,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/144275205710?epid=146129&_trkparms=ispr%3D1&hash=item219778ee4e:g:EDcAAOSwcnVf~uyn&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYksqjJ6S5CroCwzAjYL%252Bg9f5cwNcNWJZN0utwxgarRCdZX1L14e7tpjiTx%252FzXNr3IW%252F39gJVxBWHcwfJ1B1JlAidPGHHhjsa4QP8AZtTIrP2Tqsq815%252BT3bwg2XeUC3%252FnACMdMJvuF3flF531vSluR0eCCKTnDgNma%252FdEkqptzARtVh4LVL%252BA6qooTU2yBlxmpalt7%252BdrQuVLL6tAEIFpbbEtdCEqjPVPevsCv4PLO7Pw81xmLnfBj6fhtuMbMVeNsDJTLRxE9AFc09FTxkBhyg0wLiVj9hdErakT1GFuvOJLZB2%252F0q4whVxhVZRH4lTEi3RvojobfYD0ag6nrrzQAdzikjEqp%252FI1fl41f1Kyw5LeMxP6tiFUQL7ILg%252BS1HtqE4pIwDLwkRwNyUgOiJ1uZIHg1tiVNO7QcPDSblaPEERI6Jlv4%252F%252FeJJ83Qq0V2MkcO13jxJjKzuefCybb5GveBZseSGwsf7qzk0yNC0Nhuviby92tc14BzveYr6e94Aj%252B7lzntPcPgWC6VtxUZufZY871DAR6KilMLwcPTZBa5o7c9dnBi9LCWwc7jlTLX5jhoFeRbJ2WHJdKQElEDbS8uBklYMdzIDDZWhf8atypThJ6keQFT%252B5kl3PjmfjIwMUXzCjlvkkghuft9rH29ocjldKYPjAhKeJqIBLAok3RkJkuLJ%252FVdFas%252BDkg86DZ5t4YFFH66HqOBwn9JtOyprTRqg8XzhcaIeW89bZxl7O48QYvtwqE4aY15aLomXJRc%252FdoHKN9xCso%252ByG7PZ4blphkBx%252BxaY6toRXRGc0gpAWTU2vz%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
"Dell Latitude 3310 13.3"" Touch 2 in 1 Laptop i5 8GB 256GB SSD Win 10 Pro 1Yr Wty",Refurbished · Dell · 256 GB,$364.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403384218075?hash=item5deb92b1db:g:NR8AAOSwtwphzb90
"Dell Latitude 5580 15.6"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Yr",Refurbished · Dell · 256 GB,$369.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194425331282?hash=item2d44a71e52:g:hX8AAOSwQQ5hYJBL
Linea by Louis Dell'Olio Women's Top Sz 10 Pinstripe Shirt Black White A302602,New (Other) · Linea by Louis Dell'Olio,$1.99,+$12.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/363691323324?hash=item54adb12fbc:g:9yYAAOSwoX9h4jQE
Linea by Louis Dell'Olio Women's Top Sz L Gauze Crepe Stand Tunic Black A287617,New (Other) · Linea by Louis Dell'Olio,$1.99,+$12.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/403411376943?hash=item5ded311b2f:g:d3oAAOSwlFVh4jP3
Linea by Louis Dell'Olio Women's Sz XL Ponte Knit Blazer w/Peplum Blue A219824,New (Other),$16.99,+$18.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/363691323261?hash=item54adb12f7d:g:kskAAOSwI8th4jP2
Linea by Louis Dell'Olio Women's Top Sz L Crepe Gauze Embroidments Blue A341734,New (Other) · Linea by Louis Dell'Olio,$1.99,+$12.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/403411376991?epid=26044817541&hash=item5ded311b5f:g:yugAAOSwmKNh4jP-
Dell Sports Baseball Magazine April 1960 Nellie Fox VG No ML 051617nonjhe,Pre-Owned,$17.24,+$28.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/391793080842?_trkparms=ispr%3D1&hash=item5b38affa0a:g:9m0AAOSwH09ZGfPa&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSU8qUIAeVPdz29zRlje3Lg5TgO1ppdzoBjG%252F7ptzDABtME%252Bh0myo88aQVok9J8Q%252FKij3ykJE9O%252FiQbfaNLW%252FIIyNYXIfdxpxmiuPGe9kON1JIGQym6XFMmGQICKfXT5xnhxMhE2MvJakQ8Z4VFL3geDoDHt1drhYgQmAkuHMjFp7HeYOCvDiRsV8GDvGICfht8lvJ3A9swUgN%252FjaBvB8EeqFNRlW0RI44F4tXMgHPRFcUgDLMfrUw1if1mpfc0f%252FptRDiEdsJfb%252BFuMpWWxoM5xsGSDlLIJSwBy84ZsP%252FmgnppvF2XtG%252BsJIYCE9%252BGoX25%252FwqG4tyb96WJFlPRO7Y5ppUnadpoVzSvcahskEcZUWFFccf6Jg1SO91vl2gC5wPSM7CawVllhsJLoRtAQpjuL4bq1jsc6MT8AmnWqLVufL%252FiFbjO%252F5bSJbt4PBFjxQysLI8tuP4OKxFW06oQR%252F9hpkKlAm2g%252FM3ipTMXmb6ysoMRtIe%252B6ZV947RUh1ZJ8YhP21qRBT1fgK8dBU8Ro0CYPXlzauyYmTFy8igmW9vkevQk1BdmfMzCO8sEtPD2a6qhvsJ%252FTic3%252Fch8L44WqqDHvKuFXVuwtDbbJuuwcduEqRcrCTy2FrktCCtvRc8Ohj7N%252FnUPMOa8k4tVdq4l%252BN1H%252Fq%252BNqL874n8Gjrk%252BR23JJ5UimkKsEDoXP5LZvbgShK7xoO0jarxOpFD9fYY8SmsxmRLDRMsewnsj6Iw0Qn%252BQRJId7%252B0xhND3gX8%252BVbXQ5H2KB8ArY6Q7qwtBie5ZXNibbdN4ARCnLx2l3dqxJxYoK785uYO%252B%252B4OMeoiNYCfbL9H%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Modern Romances December 1974 Dell Magazine 8 Stories w/ML 040319DBE,Pre-Owned,$16.16,+$28.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/333153066427?_trkparms=ispr%3D1&hash=item4d91785dbb:g:btkAAOSwUHRcpR0L&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pe7QI3AvwcB9VFhrtORnDRuzOg0clzUdCuEcUnPrQA7zU369fzVPZOQOm3lyilDQldCjtHS587N%252B4qubviEEvWphTr2wMGr26T4Wur%252BYR8W6hbOAhakXo%252FfIteMy4dnZkAxzK%252FRdCzVtd0CVytpfXQnuTt83vtgEITXNkMV4vahhhw14gh6n9DNse1FWvIk4Rh2sBMCUB2EBDU7ak0ROs74JyejUKAQrlieSAnz6rE09MvbkHLFSdvsYvOA57VSpWH2s2A3XAXIlKjvGLmvnnH%252BF2pUW985eoRmeqEpS1my%252BlMWY7o0JKLLhzXkU%252BerUHaTb0mfLNOzV4tuc4C5poRpIpijxXGgT6Kg2Qc2%252Fg5ueLpRJMB290Stm1VO508N1yGKSCCIiLeHlXUxX9a4Je2AYTNHDYBb1cZmO%252FdZd1XDD0fDlZrqUVl2v95WEUjborJsOMAa4uw7glMCZERDOMUjZlYSBoisZWdcGaTFSOCjNcCLZyPsATtD9SaEePXsp6jyUWdeaSRZpouY6TeNXgNiShKzD5jQG8crGQ7lgdn435ZRlYJO6gcnBQBIOx4rsOk5wvqrnA7RJW4%252BHj%252FqyvevFIsbIuQVIzQ5mT6D%252FLs9YPfMgFbpd20wl30gXGXo1EtXLt53gh7OSmSQxquG0UYVXciBp7LZd4jZH949%252BaCf4j5BgYSJcEkn9YgkAHBdaS%252FAmKm7ls1LJd42DszpuILRQuZLglF0ciyBHpXFhS1EGAOaQeM%252FDEm4twT9lclVvizIitHHGYVGB8Lx96Egoz6JFMrtgxMlKK8%252FnNTh%252Fc4SRW%7Cclp%3A2334524%7Ctkp%3ABFBM5tXD5stf
SUDDENLY A CORPSE by Hal Masur (1958) Dell mystery pb 1st,,$11.99,+$19.99 ,United States,,,,https://www.ebay.com/itm/383831243905?hash=item595e1ffc81:g:sPIAAOSwTC5ftdjc
Linea by Louis Dell'Olio Women's Sweater Sz XL Long Sleeve Split Neck Beige,New (Other),$1.99,+$14.95 ,United States,Top Rated Seller,0 bids,6d 11h left,https://www.ebay.com/itm/403411390905?hash=item5ded3151b9:g:-zoAAOSwZpRh4jZH
Linea by Louis Dell'Olio Women's Sz XL Leather & Knit Jacket Brown,Brand New,$16.99,+$18.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/384680087125?hash=item5990b84e55:g:q3AAAOSw43ph4jFz
Linea by Louis Dell'Olio Women's Sweater Sz L Embellished Pullover Pink A00442,Brand New,$16.99,+$14.95 ,United States,Top Rated Seller,0 bids,6d 11h left,https://www.ebay.com/itm/403411399493?hash=item5ded317345:g:2aIAAOSwpY5h4jhu
Lot of 2 Dell 0FJ367 Poweredge 860 750 I/O interface Interposer Board,Refurbished,$42.00,+$289.99 ,United States,,,,https://www.ebay.com/itm/311858666580?hash=item489c399c54:g:J-8AAOSwS8Fh4Nb-
Dell PowerEdge R620 Server 2x E5-2670 2.60Ghz 16-Core 128GB 4x 300GB H710,Refurbished,$428.65,+$810.69 ,United States,Previous Price,,,https://www.ebay.com/itm/324913959822?hash=item4ba661938e:g:cKAAAOSwb8Vhpjut
Dell PowerEdge R620 2x E5-2680v2 2.8GHz 10Core 192GB 10x 300GB 15K SAS PERC H710,Refurbished,"$2,717.50",Shipping not specified,United States,,,,https://www.ebay.com/itm/233173041634?epid=1503446199&hash=item364a3241e2:g:N-AAAOxyHE5RuOZT
Dell FM487 Daughter Card Broadcom 5720 Quad-Port 1GbE,Refurbished,$25.00,+$296.17 ,United States,,,,https://www.ebay.com/itm/264508689402?epid=1503873844&hash=item3d95f24bfa:g:IH0AAOSw-mtdsIVs
"27"" Dell P2722H FullHD 1920x1080 VGA USB3 HDMI DP LED IPS LED Monitor",Refurbished,$237.57,+$178.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/165283436284?epid=16047722657&hash=item267ba916fc:g:8k0AAOSwKxhg63c1
IN LIKE FLINT by Bradford Street (1967) Dell film tie-in paperback 1st,,$16.99,+$19.99 ,United States,Time left,0 bids,6d 11h left,https://www.ebay.com/itm/384680154800?hash=item5990b956b0:g:TsIAAOSw8xZh4jqu
DELL 4767C TRIPLE FAN ASM 9470147 005042836 WITH WARRANTY,Refurbished,$15.00,+$164.09 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/112311275797?hash=item1a26461115:g:bUMAAOSwWxNYrH9q
Linea by Louis Dell'Olio Snap Closure Cardigan with Grosgrain Trim Size S Red,Brand New,$15.99,+$26.50 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/373873536648?hash=item570c996e88:g:iUgAAOSwLslh4H95
DELL 3369R DUAL FAN BRACKET ONLY PE6300 WITH WARRANTY,Refurbished,$15.00,+$118.03 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/113830962900?hash=item1a80daa6d4:g:cn4AAOSw99ddOd6z
"DELL EMC T440 T640 POWEREDGE SERVER LFF 3.5"" HDD TRAY CADDY WITH SCREWS",Brand New,$12.99,+$29.99 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/173240173878?epid=1670078526&hash=item2855eb4536:g:Bg0AAOSwEM1h27Te
Dell PowerEdge R620 Server 2x E5-2640 2.50Ghz 12-Core 32GB H310,Refurbished,$337.15,+$844.02 ,United States,,,,https://www.ebay.com/itm/234377929074?hash=item3692036172:g:y1QAAOSwr1Vh4jWD
Linea By Louis Dell'Olio Women's Top Sz 4 Pleated Blouse Pink A378720,New (Other) · Linea by Louis Dell'Olio,$12.99,+$12.95 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/363690557129?hash=item54ada57ec9:g:kbcAAOSwnpFh4YZS
90W 19.5V 4.62A AC Adapter Charger For Dell Model PP04X PP08L PP10S PP22L PA-10,Brand New,$10.88,+$39.99 ,United States,,,,https://www.ebay.com/itm/265500267565?hash=item3dd10c942d:g:ZtYAAOSwaFdh4Skr
DELL 6138E PLANAR FDHDBP CABLE PE6300 WITH WARRANTY,Refurbished,$15.00,+$95.74 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/113830963412?epid=131990854&hash=item1a80daa8d4:g:oRYAAOSwssRdOd7v
Dell PowerEdge R620 Server 2x E5-2687W 3.10Ghz 16-Core 4GB H710P,Refurbished,$431.80,+$844.02 ,United States,,,,https://www.ebay.com/itm/234377030293?hash=item3691f5aa95:g:BeEAAOSwpVdh4YD3
DELL INC. 18510-SS * NEW IN BOX *,New – Open box,$100.00,+$157.50 ,United States,,,,https://www.ebay.com/itm/233180074647?hash=item364a9d9297:g:BHUAAOSwNndcmyJI
Dell PowerEdge R720 Server 2x E5-2680 2.70Ghz 16-Core 128GB 8x 3TB H710P Rails,Refurbished,$989.30,"+$1,064.51 ",United States,,,,https://www.ebay.com/itm/234377030268?hash=item3691f5aa7c:g:LjwAAOSw1uJh4YD1
Dell PowerEdge R720xd Server 3.30Ghz 16-Core 64GB 2x NEW 500GB SSD 12x 2TB H710P,Refurbished,"$1,408.70","+$1,108.77 ",United States,,,,https://www.ebay.com/itm/234377030347?hash=item3691f5aacb:g:1rcAAOSwc7Nh4YD6
Dell PowerEdge R720 Server 2x E5-2650v2 2.60Ghz 16-Core 256GB 8x 3TB H710P,Refurbished,"$1,149.15","+$1,064.51 ",United States,,,,https://www.ebay.com/itm/234377030418?hash=item3691f5ab12:g:1N8AAOSwfeFh4YD9
Blood Too Bright : Floyd Dell Remembers Edna St. Vincent Millay by Jerri Dell,by Jerri Dell | PB | Acceptable,$13.18,+$6.75 ,United States,,,,https://www.ebay.com/itm/373725898904?epid=229019955&_trkparms=ispr%3D1&hash=item5703cca898:g:AXUAAOSwEz1gABX9&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSafTQYbq3L7RBVAMi0K9cw922HdZGzunWEvYcPIeKVdlOLewDSpEIep0kWUFi5zGTAXdah1YqUTLZxjXkfKfaCYSv8co%252BPRefuiqouRQ2fQ4%252BgNiYG1qd6ILBXnlQ6ae9vnxcOVSvXL%252BZpAF3U0UGOcxRsvVE2RHojD%252BTlenkkowo%252B%252F6VaX2eRQY%252FYXan%252F7ZFPZjLSAU40yOXQGzfAlK5sP0zDqMBFjT3lfYUFKPn8eRahbwDnoVsscMiiPQKa2EbGFuEYVqsFFaCJ%252BgIpNjBZRVcTnv70rP2UlnAL%252FmZ2NEv1qnIe6Us3Gzf2sfWFdXMmzJQ3odpXCurHw0BMdyLp3ER9rxlEi3%252FMSQXoRdewiMGjpxKgupqoVHSF9FRW62LJI1Qx2IrbSjQJwRFzQDWCggnbIMgFxV%252B4neHfhTcPrAYXY7GR%252B%252Frk2DahX8KYRvIEljVG7E9bhh69XRaht5LRTUuQGKBqp%252BgyaE4zLxBMCH%252BGxYrgkE0EUYMv6TtTVtJ2IYlLD3ZgLMq3VXGFFs24BgUn2C8VTU1AnDg98CMntHvFmJzkvvRTMACQbrrHEzAB8%252B7uBCGyy0KZQ3ECgTCV3cLQ1B3NeAi5kO4qzSc%252BLZVdltVVfyH1zildX26Zc4Zbm1OJV3dossbaBpsBIG8TgjEb8ZL4VZ2bkJ1b2QlipbTJKD5wCeMPJ8OJlJXmvZEdCBSouYBDjzzSnyZh5QiaSsT9y5mUeUtrAQkXiX%252BE6y3gOLjV1aTm56bERuvrAxl5xbOu1H1yULIV%252BgsHvH5t%252FfAS2mOZO7nLj5NUC%252F%252BhgVTPlB9oW2S04gYmmZ%252Bt4Hm%7Cclp%3A2334524%7Ctkp%3ABFBM5tXD5stf
Linea by Louis Dell'Olio Cotton Paisley Eyelet Blouse Size S Black,Brand New · Linea by Louis Dell'Olio,$2.49,+$26.50 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/192869024950?_trkparms=ispr%3D1&hash=item2ce7e3c4b6:g:rZkAAOSw7yZbO9Mg&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd3M8ngECaRA0SmyU4KT%252FntlidCkWzo4CBRnPn44pOTO9j9eeRGoJZZ2GCynXgbBDsjHX72qZk7vQC2PkdoFwgrUhDe3nczDGYnlqAjWyc7TA%252F3xUUlZfh1Wy8FA6nr%252FqsdpJXG5mj1dPOdAUUvsYpKR7cvqEM6dQLCrsJhZFoLnwr57UoS7CTx8%252FNqp9QQLZN6MS4hCwHtUU2cweu5gveswccdUp3jzqz26vosOQYPOCAlwOPHMKt4Er%252B0VPlm6BsJkRNhwwXgzbns5aDOgnyG63xttnWbEA7a4Krn%252FR2mKXKhCy7blL3hBGwTjIeW1XLiRgdt8hreB44hJgs39IJ3LQfUXucpO6ZEDEfrCdkkCF7To1rVyHVq%252BzmwnEMAUTBsgNwo0Yz92ClcUTVZGy6rKS%252B07XhHmMjnPeXmNwd8B2RKj5N66hSzrl1hfxXOiylW8UTA9q4q96qyiXOSPFL7xVOx%252FtMDnQ4jwpifu2NslQKGUtcf2HBGy1ZXsRSNtSb%252BsNkHSvIhXURN0Okud5Q1CVy%252FjEaFdeWxh74CEulUDaoRaAoSRCgLq5QZNiOSojQPS%252FEG10u1Fy920W4GOUEXiKyPeRwatNfaMaaq%252FyDsi%252BERRD59sZDRpuzE6k0ndsT98DXYb2%252FuY1CRNlyOZW40NKL3bVoGTwGeOBHesLz0fErMYfmVNr86S019udyA44WTQEM3YFwgMdnbBFNhoMy94SsgxtWDwnsKgpJzBwh%252F7x%252FHplJ8qSKCIZpgFwzRgX4XunOev7AlnQVZR2vcpcjKp9PM3uoBTFjUvAumqYjTCnPQtaPEQrUIvka8z%252Bk6i4%7Cclp%3A2334524%7Ctkp%3ABFBM5tXD5stf
